Sentence,Score
"However, on the other hand, for a suit to be maintainable
under this provision, the plaintiffs must be able to satisfy the court that all the conditions, or in
other words, the necessary ingredients, under this section, have been fulfilled.",tensor(0.5533)
A.,tensor(0.6771)
"The trust being
created for a public purpose of a charitable or religious nature.",tensor(0.6042)
42.,tensor(0.7596)
"A trust can be said to have been created for a ‘public purpose’ when the beneficiaries are the
general public who are incapable of exact ascertainment.",tensor(0.6051)
"Even if the beneficiaries are not necessarily
the public at large, they must at least be a classified section of it and not a pre-ascertained group of
specific individuals.",tensor(0.6017)
43.,tensor(0.8471)
"What constitutes “charitable purpose” has been defined under Section 2 of the Charitable
Endowments Act, 1890 as follows:
“2.",tensor(0.5151)
"Definition.—In this Act “charitable purpose” includes relief of the poor, education,
medical relief and the advancement of any other object of general public utility, but
does not include a purpose which relates exclusively to religious teaching or
worship.” (Emphasis supplied) Therefore, the term includes relief to the poor,
education, medical relief and the advancement of any other object of ‘general public
utility’, while excluding activities whose purpose relates exclusively to religious
teaching or worship.",tensor(0.5522)
44.,tensor(0.8668)
"There remains no doubt that the appellant Society in the instant case, working towards bringing
equity in public health, with particular focus on providing for the education, treatment and
prevention of tuberculosis, has been created for a ‘public purpose of charitable nature’.",tensor(0.6702)
"This is
clearly evident from its objectives outlined in the MoA and the beneficiaries that it seeks to serve,
amongst others.",tensor(0.6201)
"The same is an admitted position and we need not delve into the nitty-gritties of
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
23
 whether the appellant society qualifies this aspect of the aforesaid condition.",tensor(0.5627)
"What remains
contested, however, is that the appellant society which has been registered under the Societies
Registration Act, 1860 cannot be construed to be a ‘trust’ or a ‘constructive trust’ in order to subject
it to the jurisdiction under Section 92 of the CPC.",tensor(0.5942)
I.,tensor(0.7425)
"Whether a Society can be construed to be a ‘trust
or a ‘constructive trust’?",tensor(0.8058)
45.,tensor(0.8801)
"A suit under Section 92 of the CPC being one of special nature, presupposes the existence of a
public trust of a religious or charitable character.",tensor(0.6248)
"The existence of a public trust is essential, whether
express or constructive.",tensor(0.3223)
"Therefore, a crucial condition that needs satisfaction is whether the
institution/organisation in relation to which certain reliefs are sought can in fact be considered to be
a ‘trust’ or a ‘constructive trust’.",tensor(0.3347)
"Having said so, however, an express declaration clearly signifying
that an entity is a trust or that the properties are trust properties would not be a sine qua non in
order to render a suit under Section 92 maintainable.",tensor(0.5517)
a.,tensor(0.6773)
"Circumstances under which the creation of
a trust has been inferred
46.",tensor(0.4831)
"When no formal recognition has been given to the institution, the creation of a trust can be
inferred from the relevant circumstances surrounding the coming into existence of and functioning
of the institution/entity in question.",tensor(0.5299)
The Privy Council in Babu Bhagwan Din and Ors.,tensor(0.5615)
"v. Gir Har
Saroop and Ors.",tensor(0.5603)
"reported in 1939 SCC OnLine PC 47 was concerned with the question whether a
public trust of a religious character existed in the facts and circumstances of the case.",tensor(0.6518)
"The decision
also established when a private temple may become dedicated to the public by subsequent dealings.",tensor(0.4903)
"While negativing the contention that the private temple constituted a public trust, emphasis was
particularly laid on two aspects i.e., - First, the land in question granted by the then Nawab of Oudh
in 1781was not a grant to the idol or an endowment of a temple or a gift made by way of trust for a
public religious purpose.",tensor(0.4641)
"Instead, it was a grant to a private individual and to his heirs in perpetuity.",tensor(0.4829)
"Therefore, the historical setting and the circumstances of the grant was given importance to.",tensor(0.6362)
"Secondly, While acknowledging that a private temple may become dedicated to the public and
morph into a public trust of a religious nature over the course of years, it was held that such
dedication has to be proved and the mere fact that the public were never turned away and that
offerings from them were accepted would not by itself be sufficient proof of dedication, especially in
the absence of an inference that the public user exercised any ‘right’ pertaining to the temple or had
acquired any interest.",tensor(0.7366)
"Another pertinent factual aspect was also that the various forms of profit,
whether by offerings or rents received by letting out portions of the lands in their own names, were
divided amongst the family.",tensor(0.6413)
"The relevant observations are thus:
“Their Lordships agree with the Chief Court in holding that the grant of 1781 is not a
grant to the idol or an endowment of a temple or a gift made by way of trust for a
public religious purpose.",tensor(0.6559)
The grant is to Daryao Gir and his heirs in perpetuity.,tensor(0.7143)
"[…]
The general effect of the evidence is that the family have treated the temple as family
property, dividing the various forms of profit whether offerings or rents, closing it so
as to exclude the public from worship when marriage or other ceremonies required
the attendance of the members of the family at its original home, and erecting
samadhs to the honour of its dead.",tensor(0.5464)
"In these circumstances it is not enough, in their
Lordships' opinion, to deprive the family of their private property to show that
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
24
 Hindus willing to worship have never been turned away or even that the deity has
acquired considerable popularity among Hindus of the locality or among persons
resorting to the annual mela.",tensor(0.4020)
"Worshippers are naturally welcome at a temple because
of the offerings they bring and the repute they give to the idol : they do not have to be
turned away on pain of forfeiture of the temple property as having become property
belonging to a public trust.",tensor(0.3824)
"Facts and circumstances, in order to be accepted as
sufficient proof of dedication of a temple as a public temple, must be considered in
their historical setting in such a case as the present; and dedication to the public is
not to be readily inferred when it is known that the temple property was acquired by
grant to an individual or family.",tensor(0.3488)
"Such an inference, if made from the fact of user by
the public, is hazardous, since it would not in general be consonant with Hindu
sentiments or practice that worshippers should be, turned away; and as worship
generally implies offerings of some kind, it is not to be expected that the managers of
a private temple should in all circumstances desire to discourage popularity.",tensor(0.4250)
"[…] The
Chief Court have, in the opinion of the Board correctly estimated the particular facts
of the case, before them and have rightly negatived the contentions that the temple is
a public temple and that the property in suit is impressed with a trust of a public
religious character.” (Emphasis supplied)
47.",tensor(0.5007)
"On the other hand, the Privy Council in Gurunatharudhaswami Guru Shidharudhaswami v.
Bhimappa Gangadhrawappa Divate reported in 1948 SCC OnLine PC 43, the issue related to
whether the Court under Section 92 could direct the removal of the head of the mutt while settling a
scheme for the administration of public trust properties despite the fact that the previous swami
desired the said person to succeed as the head of the mutt.",tensor(0.5011)
"The suit under Section 92, apart from the
aforesaid relief, was also concerned with whether the institution in question could be called a ‘public
trust’ of a religious or charitable nature.",tensor(0.4584)
"In deciding the aforesaid, particular reference was made to
the circumstances in which the various properties used in connection with the institution was
acquired.",tensor(0.5238)
"Predominantly, all the offerings made and gifts given by the public to the Swami was for
the purposes of the ‘Math’ and additional properties were purchased out of the offerings initially
given, except one property which was concluded as having been received as a gift by the Swami’s for
his own personal benefit since there was no evidence to show that the said solitary land was ever
used for the benefit of the ‘Math’.",tensor(0.5398)
"Therefore, all the suit properties with the exception of one, were
regarded as accretions to the original foundation/institution, and subject to an express or
constructive trust created for public purposes of a charitable or religious nature within the meaning
of Section 92 of the CPC.",tensor(0.5243)
"The relevant observations are reproduced hereinbelow:
“The learned trial Judge discussed in detail and with much care the documentary and
oral evidence, particularly in relation to the circumstances in which the various
properties used in connection with the Math had been acquired.",tensor(0.5905)
"In appeal the High
Court again discussed the evidence in considerable detail, and both Courts reached
the conclusions that the institution, whether it be called a Math or a Temple, was
founded by the public for a public, charitable and religious purpose, viz., the worship
of the Swami during his lifetime and of his Samadhi (tomb) after his death, and for
the purpose of the various festivals which had been started in connection with the
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
25
 institution, and that the offerings made to the Swami, the properties purchased out of
those offerings and those acquired by gifts after 1912 (when the Swami assumed
control of the Math), must all be regarded as accretions to the original foundation,
and that all the properties in suit form part of a trust created for purposes of a
charitable or religious nature.",tensor(0.7188)
"Counsellor the appellant has referred their Lordships
to all the relevant evidence and no useful purpose would be served by a further
discussion of it in detail.",tensor(0.6485)
"Their Lordships can state shortly and in general terms their
reasons for agreeing with the conclusions of the Courts in India.",tensor(0.5321)
"-xxx-
The only question in this appeal is whether the suit properties used for the purposes
of the Math belonged to the Swami at the time of his death, or appertained to the
Math and were subject to an express or constructive trust created for public purposes
of a charitable or religious nature within the meaning of Section 92 of the Code of
Civil Procedure.",tensor(0.4654)
"Except in regard to one small property, which will be presently
mentioned, their Lordships have no doubt that the Courts in India were right in
answering this question against the appellant.",tensor(0.3533)
"The evidence establishes beyond
doubt, in their Lordships' view, that the properties in suit were either originally
given, or were dedicated by the Swami, to the purposes of the Math which was a
charitable or religious institution.",tensor(0.3775)
"It has been argued by Counsel for the appellant
that even if this be so the trust was not for public, but for private, purposes.",tensor(0.5879)
"But this
is clearly not so.",tensor(0.8718)
"It is common ground that anybody was at liberty to go at any time to
the Math to worship the Swami and take food there.",tensor(0.7782)
"The trust was plainly one for
public purposes.",tensor(0.6386)
"The only property in suit which in their Lordships' view the respondents have failed
to show belonged to the Math is that comprised in Exhibit D.127 by which a piece of
land expressed to be of the value of Rs.",tensor(0.6899)
"400 situate in Mouji Harti in Taluka Gadag
was conveyed to the Swami, the motive expressed being the spiritual good of the
donor.",tensor(0.6083)
"There is nothing in the conveyance to suggest that the land was given to the
Swami for the purpose of the Math.",tensor(0.3622)
"There is no evidence that this land, which is
situate, their Lordships are told, some 40 miles from Hubli was ever used, or that its
rents or profits were applied, for the benefit of the Math.",tensor(0.3500)
"The fact that the Swami
received many gifts of property for charitable purposes does not disqualify him from
receiving gifts for his own personal benefit, and their Lordships think that this small
piece of land must be excluded from the decree in the present suit.",tensor(0.4671)
"By the decree which the learned trial Judge passed it was declared that the properties
in suit were properties belonging to a public trust of a religious and charitable
character: and that it was necessary to settle a scheme for the administration of the
trust.",tensor(0.6704)
"[…]” (Emphasis supplied)
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
26
 48.",tensor(0.7600)
"This Court in Bihar State Board Religious Trust, Patna v. Mahant Sri Biseshwar Das reported in
(1971) 1 SCC 574 had to determine whether the entity in question constituted a religious trust so that
it may be brought within the purview of a ‘public trust’ under Section 2(1) of the Bihar Hindu
Religious Trusts Act, 1951.",tensor(0.5920)
"The Trial Court had also placed a lot of importance on ascertaining how
the properties were originally acquired and since, the respondent did not produce the Sanads under
which the founding Mahant had acquired the said properties and therefore, the nature of the gifts
and the manner in which they were made could not be determined, an adverse inference was drawn
against the respondent.",tensor(0.4342)
"However, this conclusion was held to be misplaced since the onus of proof
to show that the properties were being held for public purposes of a religious or charitable character
was said to rest on the appellant Board who alleged that it was so.",tensor(0.4473)
"In holding thus, this Court also
observed as follows:
i.",tensor(0.7047)
"First, that it is true that a charitable trust might either be created by a grant for an
express purpose or a grant having been made in favour of an individual or a class of
individuals, and that individual or that class of individuals might, after obtaining the
grant, create a charitable trust.",tensor(0.8317)
ii.,tensor(0.8604)
"Secondly, that a property can be granted solely for the ‘grantee’s’ personal benefit
too, without there being any intention on part of the grantor to fetter the grantee with
any obligation in dealing with the property granted.",tensor(0.6440)
"Courts have arrived at a
conclusion whether the grant was for the benefit of the public, or an unascertained
section of the public, or for the benefit of the grantee himself, or for class of
ascertained individuals, either by keeping the manner and conditions of the grant
itself at the forefront or, from the other circumstances of the case.",tensor(0.4676)
"Further, an
inference can also be drawn from the usage and custom of the institution or from the
mode in which its properties have been dealt with along with other established
circumstances.",tensor(0.7089)
i i i .,tensor(0.8437)
"L a s t l y ,  t h a t  i f  a  p r o p e r t y  i s  d e s c r i b e d  a s  ‘ a p p e r t a i n i n g  t o  a n
organisation/institution’ then for those properties to be considered as properties of a
public trust, the said organisation/institution must by itself first be a public trust for
religious or charitable purposes.",tensor(0.8326)
49.,tensor(0.8171)
"The relevant observations in Bihar State Board (supra) are thus:
“8.",tensor(0.7390)
"It is true that the respondent Mahant did not produce the original Sanads
whereunder certain lands had been gifted to the founding Mahant by the various
zamindars.",tensor(0.5145)
"They were not produced because, as the respondent deposed, they could
not be traced, but, as stated earlier, it was not impossible for the Board also, if it
wanted to rely on them, to produce the record, such as that of Darbhanga Estate, and
show therefrom the nature and the terms of those gifts.",tensor(0.3319)
"The trial court, however, was
not entitled, as we shall presently show, from the mere failure of the Mahant to
produce the original Sanads to draw an adverse inference which it did against him.",tensor(0.5735)
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
27
 -xxx-
10.",tensor(0.7773)
"Properties of the temple being thus admittedly in the possession of the Mahants
ever since the time of Gaibi Ramdasji, the onus of proof that the respondent Mahant
held them on trust for public purposes of a religious or charitable character was
clearly on the appellant Board who alleged that it was so.",tensor(0.4989)
"The trial Judge was,
therefore, clearly in error in holding that the respondent Mahant ought to have
produced the Sanads and that on his failure to do so an adverse inference could be
drawn, namely, that had they been produced they would have shown that the grants
to Gaibi Ramdasji were for public purposes of a religious or charitable character.",tensor(0.3794)
"(See
Parmanand v. Nihal Chand.)",tensor(0.5662)
"[1938 ILR 65 IA 252]
11.",tensor(0.6378)
"The Sanads not having been available, the appellant Board tried to establish
through the oral evidence of six witnesses (DWs 1 to 6), that the temple was founded
and the properties in question were acquired for the benefit of the public or a section
thereof.",tensor(0.7099)
"[…]
-xxx-
16.",tensor(0.7984)
"True it is that a charitable trust might either be created by a grant for an expresss
purpose or a grant having been made in favour of an individual or a class of
individuals, that individual or that class of individuals might, after obtaining the
grant, create a charitable trust.",tensor(0.8184)
"[…]
-xxx-
18.",tensor(0.7988)
"The existence of a private Mutt, where the property was given to the head of the
Mutt for his personal benefit only, has in the past been recognised.",tensor(0.7780)
"(See Matam
Nadipudi v. Board of Commissioners for Hindu Religious Endowments, Madras [AIR
1938 Mad 810] and Missir v. Das [ (1949) ILR 28 Pat 890] .)",tensor(0.7059)
"In such cases there is no
intention on the part of the grantor to fetter the grantee with any obligation in
dealing with the property granted.",tensor(0.5764)
"In each case the Court has to come to its
conclusion either from the grant itself or from the circumstances of the case whether
the grant was for the benefit of the public or a section of it i.e.",tensor(0.4738)
"an unascertained class,
or for the benefit of the grantee himself or for a class of ascertained individuals.",tensor(0.5028)
"An
inference can also be drawn from the usage and custom of the institution or from the
mode in which its/properties have been dealt with as also other established
circumstances.",tensor(0.6767)
"-xxx-
21.",tensor(0.8140)
"Lastly, reference was made to some of the deeds of gifts made by the reigning Mahants in favour
of their nominees as successors where the properties were described as appertaining to the Asthal.",tensor(0.6223)
"Assuming that the scribes of these documents used the expression “appertaining to the Asthal” in
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
28
 the sense in which such expression is sometimes used in the deeds of conveyance, the expression
means things which are appurtenant to and forming part of the principal property which is the
subject-matter of the instrument.",tensor(0.5201)
"[See Stroud's Judicial Dictionary, (3rd Edn.",tensor(0.6037)
"), Vol.",tensor(0.4671)
"I, 177.]",tensor(0.5815)
"The
expression “appertaining to the Asthal” in these deeds, therefore, would at best mean that the
properties formed part of the Asthal and are not the properties of the Mahant as distinct from those
of the Asthal.",tensor(0.7101)
(See Sri Thakurji Ramji v. Mathura Prasad [AIR 1941 Pat 354 at 358] .),tensor(0.6329)
"But unless the
Asthal itself is a public trust for religious or charitable purposes, the properties appertaining thereto
would not be properties of a public trust for religious or charitable purposes.",tensor(0.3673)
"The use of the
expression “appertaining to the Asthal”, therefore, cannot lead to the conclusion that the properties
in question were stamped with a trust for public purposes.” (Emphasis supplied)
50.",tensor(0.4041)
"In another decision of this Court in Kuldip Chand and Another v. Advocate-General to
Government of H.P.",tensor(0.7085)
"and Others reported in (2003) 5 SCC 46, it was held that the history of the
institution, conduct of the parties and the user of the properties are all factors to be examined to
arrive to a determination as regards a public trust.",tensor(0.5063)
"The issue related to whether by the mere use of
the premises as a Dharamsala for about 125 years an inference could be drawn that the same
belongs to a public trust.",tensor(0.2336)
"Answering in the negative and holding that the Dharamsala was a private
property and not a public trust, this Court observed that a dedication for public purposes and for the
benefit of the general public would involve the complete cessation of ownership on the part of the
founder and vesting of the property for the religious object.",tensor(0.2796)
"However, in circumstances where this
dedication is not made via a formal or express endowment, its character may have to be determined
on the basis of the history of the institution along with the conduct of the founder and his heirs.",tensor(0.4558)
"A
dedication would involve the complete relinquishment of individual right of ownership.",tensor(0.4009)
"The owner
must intend to divest himself of his ownership in the dedicated property.",tensor(0.5949)
"The relevant observations
are reproduced hereinbelow:
“37.",tensor(0.6775)
"From the materials brought on record by the parties, as noticed hereinbefore, the
following facts emerge: (1) That the shops were let out to other people.",tensor(0.5695)
"(2) People
could come and stay in the Dharamsala but for stay of more than three days, only
upon seeking permission therefor.",tensor(0.6271)
"(3) Rent received from the shops was being used
by the owners for their own purpose.",tensor(0.4911)
"(4) The Dharamsala was being
managed/maintained from the personal funds of the owner.",tensor(0.2059)
"(5) The management
and control of the Dharamsala was all along with the owners.",tensor(0.2444)
"(6) A school was
opened in the Dharamsala.",tensor(0.5128)
"(7) A chowkidar was appointed by Ranzor Singh to look
after the Dharamsala and his salary used to be paid by the owner from his own
pocket.",tensor(0.4530)
"(8) The Dharamsala could be used for marriage purpose but only with the
permission of the owners.",tensor(0.3704)
"(9) The first-floor rooms could be used only by the officers
or by others with the permission of the owner.",tensor(0.4965)
"(10) The Dharamsala was ordinarily
being used by the pilgrims only during fair.",tensor(0.4523)
"(11) The public never contributed
anything for maintenance of the Dharamsala.",tensor(0.1819)
"(12) No member of the public had any
say as regards management of the Dharamsala and had no legal right to use the same.",tensor(0.)
"(13) No member of public the ever participated in the management of the
Dharamsala.",tensor(0.0714)
"(14) No manager had ever been appointed to look after and manage the
property.",tensor(0.3613)
(15) The Dharamsala was not registered under the Sarais Act.,tensor(0.5510)
"(16) There is
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
29
 no evidence to show that the owners acted as shebaits or trustees.",tensor(0.7091)
38.,tensor(0.8037)
"A dedication for public purposes and for the benefit of the general public would
involve complete cessation of ownership on the part of the founder and vesting of the
property for the religious object.",tensor(0.5171)
"In absence of a formal and express endowment, the
character of the dedication may have to be determined on the basis of the history of
the institution and the conduct of the founder and his heirs.",tensor(0.3364)
"Such dedication may
either be complete or partial.",tensor(0.5143)
"A right of easement in favour of a community or a part
of the community would not constitute such dedication where the owner retained the
property for himself.",tensor(0.4980)
"It may be that right of the owner of the property is qualified by
public right of user but such right in the instant case, as noticed hereinbefore, is not
wholly unrestricted.",tensor(0.4555)
"Apart from the fact that the public in general and/or any
particular community did not have any right of participation in the management of
the property nor for the maintenance thereof any contribution was made is a matter
of much significance.",tensor(0.5377)
"A dedication, it may bear repetition to state, would mean
complete relinquishment of his right of ownership and proprietary.",tensor(0.5428)
"A benevolent act
on the part of a ruler of the State for the benefit of the general public may or may not
amount to dedication for charitable purpose.",tensor(0.6795)
39.,tensor(0.7971)
"When the complete control is retained by the owner — be it appointment of a
chowkidar, appropriation of rents, maintenance thereof from his personal funds —
dedication cannot be said to be complete.",tensor(0.7051)
"There is no evidence except oral statements
of some witnesses to the effect that Raj Kumar Bir Singh became its first trustee.",tensor(0.6092)
Evidence adduced in this behalf is presumptive in nature.,tensor(0.7006)
"How such trust was administered by Raj Kumar Bir Singh and upon his death by his
successors-in-interest has not been disclosed.",tensor(0.6475)
"It appears that the family of the donor retained the
control over the property and, therefore, a complete dedication cannot be inferred far less
presumed.",tensor(0.5765)
"Furthermore, a trust which has been created may be a private trust or a public trust.",tensor(0.5486)
"The
provisions of Section 92 of the Code of Civil Procedure would be attracted only when a public trust
comes into being and not otherwise.",tensor(0.6403)
"-xxx-
42.",tensor(0.8156)
"When a dedication to a charity is sought to be established in absence of an instrument or grant,
the law requires that such dedication be established by cogent and satisfactory evidence of conduct
of the parties and user of the property which show the extinction of the private secular character of
the property and its complete dedication to charity.",tensor(0.6051)
"It must be proved that the donor intended to
divest himself of his ownership in the dedicated property.",tensor(0.5758)
"The meaning of charitable purpose may
depend upon the statute defining the same.”.",tensor(0.7850)
"(Emphasis supplied)
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
30
 51.",tensor(0.8018)
"In Kuldip Chand (supra), of the several factual circumstances that led this Court to reach the
conclusion that the Dharamsala was not a public trust in addition to the owner’s intention to not
relinquish ownership of the property, some are especially pertinent – (a) in the premises of the
Dharamsala, some portion was let out as shops to other people, unconnected with the religious or
charitable purpose; (b) the income/rent received from those shops were not used to further the
purpose of the alleged trust but was being used by the owners for their own purpose; (c) the
maintenance of the Dharamsala was also being done from the personal funds of the owner and no
contribution was made by the public for the maintenance of the Dharamsala.",tensor(0.5110)
"All these facts were
taken into account in arriving at the decision that the Dharamsala was not a public trust.",tensor(0.5711)
52.,tensor(0.8844)
"On a conspectus of the aforesaid decisions, it could be said that the method of devolution of the
property to the institution or its acquisition, the intention behind the grant of property i.e.",tensor(0.6633)
"whether
it was for the benefit of the organization or for the personal benefit of any particular
individual/family – in other words, the historical setting and the circumstances of the grant has
been given considerable significance while concluding whether a trust of a public charitable or
religious nature exists.",tensor(0.2908)
"Even if the grant was initially of a private nature, any subsequent dealings
could transform the organization into a public trust, however, such a ‘dedication’ to the public must
be sufficiently proved.",tensor(0.1829)
"That the public user or an unascertained class of individuals could exercise
any ‘right’ over the organization and its properties, could also be a significant factor in concluding
that a public trust has come into existence.",tensor(0.2390)
"The manner of use of the profits accrued, more
particularly, whether it was applied towards the benefit of the organization or its objectives, could
also lead to an inference as regards the nature of the organization or the creation of a public trust.",tensor(0.5833)
53.,tensor(0.8691)
"Bihar State Board (supra) has reiterated that a charitable trust may either be created by a grant
for an express purpose or a grant having been made in favour of an individual(s), who might
thereafter create a charitable trust.",tensor(0.6533)
"Due attention must also be paid to whether the grant is
accompanied with any fetter/obligation or qualified with a condition, either express or implied,
regarding its use by the grantee.",tensor(0.3621)
"Therefore, the trifecta i.e., the intention, manner and conditions of
the grant might have to be scrutinized to see whether the grant was for the benefit of the public or an
unascertained section of the public.",tensor(0.4352)
"The intention to create a trust must be indicated, either by
words or acts with reasonable certainty.",tensor(0.6090)
"Other established circumstances, including the method of
use of the property and customs of the institution or the mode and manner in which they have dealt
with the properties in the past, could also prove to be relevant.",tensor(0.7313)
54.,tensor(0.8905)
"Kuldip Chand (supra) had also placed emphasis on the history of the institution/organization,
the conduct of the parties and the beneficiaries of the properties as relevant factors.",tensor(0.7292)
"Whether the
‘dedication’ was complete i.e., whether there was an absolute cessation or complete relinquishment
of ownership of the property on the part of the grantor and a subsequent vesting of the property for
the said object, was also considered a key factor in determining if the dedication was for public
purposes.",tensor(0.4819)
"Furthermore, how the properties are managed, more specifically, for whose benefit they
are being managed; whether the profits are being re-routed to the public and for their benefit;
whether any personal funds of any founder/proprietor are being applied for the running of the
organization or is it maintained through funds sourced from the public, are also aspects that one
might need to paid due attention to.",tensor(0.5244)
"Therefore, the overarching and fundamental purpose of the
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
31
 organization, the mode in which properties are acquired and its beneficiaries could color it with the
characteristics of a trust.",tensor(0.7095)
55.,tensor(0.8266)
"However, it must be noted that the aforementioned characteristics bear high significance, when,
as mentioned previously, there has been no formal recognition of the entity in question and it has
not been given a legal identity otherwise.",tensor(0.6191)
"Now, the next question would be, how an entity which
satisfies the aforementioned criteria but has been, much later in time, registered as a society under
the Societies Registration Act, 1860, would be treated in the eyes of law.",tensor(0.4810)
"The answer to this lies in
the decision given by the Full Bench of the Kerala High Court in Kesava Panicker v. Damodara
Panicker and others reported in 1974 SCC OnLine Ker 58.",tensor(0.7123)
56.,tensor(0.8219)
"In Kesava Panicker (supra), the Full Bench had to decide, on the face of it, a strikingly similar
question i.e., whether a society registered under the Societies Registration Act, 1860 could be
considered to be a trust or a constructive trust for the purposes of Section 92 of the CPC.",tensor(0.5946)
"However,
the facts revealed that a public trust was formed much before the society was registered.",tensor(0.4369)
"It is in such
circumstances that the Court arrived at the conclusion that the subject school, its properties and
monies formed a public trust of a charitable nature and that the suit under Section 92 was
maintainable.",tensor(0.5154)
"The High Court elaborated as follows:
i.",tensor(0.7185)
"First, several factors led to the conclusion that the trust had been created, – that the
entire community in the area took an active interest and contributed funds for the
purpose of creating a ‘trust fund’ in order that the school may be established; A
committee was formed for collecting funds either as donations or as share capital;
that long before the registration of the society, funds were collected from the public
towards share money; and there were other forms of contributions as well.",tensor(0.6159)
"This
according to the Full Bench reflected that there existed a clear intention to form a
trust and also that a trust fund was created.",tensor(0.4854)
"These funds were utilized for the construction of the school building and for other
ancillary purposes including establishing and maintaining the other functions of the
school.",tensor(0.7205)
ii.,tensor(0.8004)
"Secondly, referring to Tudor on Charities, Sixth Edition, pg 128, it was opined that
a trust may be created by any language sufficient to show the intention, and no
technical words are necessary.",tensor(0.5061)
"Further, it was stated that the use of words such as
‘intent’ or ‘purpose’ or a direction that a fund shall be applied by, or be at the disposal
of a person for certain intended charitable purposes, may very well be as effective as
the use of the word ‘trust’.",tensor(0.5046)
iii.,tensor(0.7614)
"Lastly, the mere factum of registration of a society under the Societies
Registration Act, 1860 could not change the character of the properties which had
already been constituted as trust properties and impressed with the trust, especially
when a trust has clearly been created by the public for a public charitable purpose
i.e., the establishing, maintaining and running of a school.",tensor(0.6359)
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
32
 Any addition to the said properties would also possess the characteristics of a trust
property.",tensor(0.6560)
57.,tensor(0.7532)
"The relevant observations of the Full Bench are reproduced hereinbelow:
“5.",tensor(0.7157)
When once it has been found that the school building and the furniture etc.,tensor(0.6682)
"as well
as the funds of the school did not belong to the appellant as is contended by him he
was certainly liable to account for the property of the school including the monies
and the direction to account cannot also be interfered with.",tensor(0.5952)
"Considering the nature of
the contentions raised by the appellant the direction to remove him from
management must also stand.",tensor(0.5673)
"It is further essential that a scheme must be framed for
the management of the school and the decree permitting that being done cannot also
be altered.",tensor(0.7127)
6.,tensor(0.8290)
"All this we have said on the basis that the school and its properties and its monies
formed a public trust of a charitable nature and that a suit such as the one envisaged
by Section 92 of the CPC and which was the type of suit that was instituted - it is not
even suggested that this is not so would be permissible and that the suit in question
was maintainable and that the plaintiffs were entitled to sue.",tensor(0.6935)
"Regarding those
questions the appellant's Counsel vehemently argued that there has been no trust at
all justifying such an action.",tensor(0.6043)
"[…] For a suit under Section 92 there must be a public
trust of the religious or charitable character.",tensor(0.6172)
"Herendra Nath Bhattacharya v. Kaliram
Das, (1972) 1 SCC 115 : AIR 1972 SC 246.",tensor(0.6166)
"The allegation in the plaint is that there is
such a charitable trust and that the appellant acting as a trustee de son tort has
misused the funds of the trust and have mismanaged the properties.",tensor(0.5070)
"If the existence
of a trust as alleged is established the suit will have to be decreed.",tensor(0.2777)
"We shall presently
consider whether there is such a trust as alleged.",tensor(0.3185)
"Before going to that question we
shall refer to the other decisions as well relied on by counsel for the appellant.",tensor(0.6593)
7.,tensor(0.8640)
"Counsel very strongly relied on the decision in G. Chikka Venkatappa v. D.
Hanumanthappa, (1970) 1 Mys LJ 296.",tensor(0.7183)
"The decision is authority for the proposition
that the formation of a society under the Societies Registration Act to carry out any
charitable or useful or social purpose cannot be regarded as amounting to creation of
a trust for the application of Section 92 of the CPC.",tensor(0.3797)
"The effect of the Societies
Registration Act is not to invest properties of the society with the character of trust
property.",tensor(0.1979)
"Even if the purpose for which the society was formed was charitable purpose the property acquired
for this purpose will belong to the society and there is no trust and no trust can be predicated.",tensor(0.2190)
"So it
was urged that even if the properties were acquired by the Keralasseri High School Society there was
no trust which would enable a suit being instituted in accordance with the provisions of Section 92
of the CPC.",tensor(0.5162)
"If we may say so, with great respect, the position stated in the decision is the correct one.",tensor(0.5913)
"That was stated with reference to the facts of that case and the conclusion arrived at after discussing
the facts is seen from paragraph 21 of the judgment which we shall extract.",tensor(0.5860)
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
33
 “21.",tensor(0.8078)
"On the evidence, therefore, there cannot be the slightest doubt that the construction of this
building was purely and exclusively an activity and concern of the registered society called the
Devanga Sangha.",tensor(0.5329)
